Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
Unemployed,18 to 24,Master,Education,Bangalore,low,5.0,,12/18/2026
UNEMPLOYED,55+,Diploma,Retail,Mumbai,moderate,,132200.0,12/19/2026
Unemployed,18 to 24,Ph.D,Tech ,suburban,High,,,12/20/2026
Employed,35 - 44,Masters,,rural,Low,3.0,141500.0,12/21/2026
unemployed,35 - 44,,Healthcare,urban,moderate,10.0,142300.0,12/22/2026
EMPLOYED,18 to 24,Bachelors,Tech ,Bangalore,moderate,,,12/23/2026
Employed,18-24,,Tech ,Bangalore,HIGH,7.0,107400.0,12/24/2026
Employed,25_34,Bachelors,,Mumbai,low,6.0,31200.0,12/25/2026
UNEMPLOYED,,PhD,Finance,Hyderabad,low,25.0,76500.0,12/26/2026
Employed,,Masters,Education,Hyderabad,Low,,72700.0,12/27/2026
,45-54,Master,Health,rural,Low,6.0,60300.0,12/28/2026
Employed,45-54,high school,Retail,Urban,low,12.0,113500.0,12/29/2026
unemployed,,,Tech ,Hyderabad,moderate,28.0,51000.0,12/30/2026
EMPLOYED,25-34,Bachelor's,Technology,Delhi,low,29.0,146700.0,12/31/2026
Unemployed,18-24,PhD,Finance,Urban,,,34300.0,1/1/2027
employed,25_34,Masters,Tech ,Hyderabad,High,24.0,27900.0,1/2/2027
employed,45-54,PhD,Healthcare,Urban,low,4.0,,1/3/2027
Employed,45-54,Master,,Delhi,HIGH,1.0,51500.0,1/4/2027
UNEMPLOYED,35 - 44,Masters,Retail,Bangalore,low,,32800.0,1/5/2027
employed,25-34,Master,Retail,Bangalore,moderate,4.0,97900.0,1/6/2027
unemployed,18-24,Masters, Fintech,rural,,,104200.0,1/7/2027
Employed,35 - 44,Ph.D,Education,Hyderabad,,,,1/8/2027
employed,18 to 24,Master, Fintech,rural,low,27.0,61300.0,1/9/2027
unemployed,25-34,Bachelor's,Retail,Bangalore,HIGH,18.0,,1/10/2027
Unemployed,18-24,Bachelor's, Fintech,suburban,HIGH,14.0,119300.0,1/11/2027
Unemployed,,Ph.D,Health,Urban,moderate,25.0,22100.0,1/12/2027
,18 to 24,Ph.D,Tech ,rural,Low,,46100.0,1/13/2027
unemployed,55+,High School,Healthcare,Urban,low,16.0,,1/14/2027
Unemployed,25_34,high school,,suburban,High,,28700.0,1/15/2027
EMPLOYED,,Bachelor's,,urban,Low,26.0,62700.0,1/16/2027
UNEMPLOYED,,high school,Retail,suburban,Medium,,93000.0,1/17/2027
employed,18-24,,Health,suburban,Medium,,52300.0,1/18/2027
UNEMPLOYED,45-54,Diploma,Retail,Urban,Low,,147000.0,1/19/2027
Unemployed,25-34,Master,Finance,urban,Low,14.0,,1/20/2027
employed,55+,Ph.D,Retail,urban,High,,78600.0,1/21/2027
Unemployed,18 to 24,,Tech ,Mumbai,Low,,,1/22/2027
Unemployed,25_34,high school,Retail,suburban,High,22.0,114600.0,1/23/2027
,55+,Diploma,Tech ,Bangalore,High,,94400.0,1/24/2027
,35 - 44,,Tech ,suburban,High,13.0,53300.0,1/25/2027
unemployed,,High School,Retail,Bangalore,Medium,,21400.0,1/26/2027
UNEMPLOYED,35 - 44,Bachelors,Finance,Urban,Low,,135700.0,1/27/2027
UNEMPLOYED,45-54,Ph.D,Technology,Bangalore,HIGH,21.0,112400.0,1/28/2027
UNEMPLOYED,25-34,High School,Healthcare,Mumbai,Low,18.0,20700.0,1/29/2027
UNEMPLOYED,,Bachelor's,Retail,Hyderabad,Medium,,,1/30/2027
employed,45-54,high school,Tech ,suburban,HIGH,,50100.0,1/31/2027
,,Bachelors,Technology,Hyderabad,Medium,,113000.0,2/1/2027
UNEMPLOYED,35 - 44,High School,,Mumbai,,,,2/2/2027
EMPLOYED,35 - 44,Diploma,Retail,Bangalore,,16.0,20900.0,2/3/2027
Employed,18 to 24,Bachelors,Finance,rural,High,26.0,113400.0,2/4/2027
UNEMPLOYED,25-34,Diploma, Fintech,rural,,8.0,126000.0,2/5/2027
EMPLOYED,18-24,Bachelor's,Retail,Delhi,moderate,27.0,136600.0,2/6/2027
Employed,18 to 24,Bachelors, Fintech,suburban,Medium,,8400.0,2/7/2027
Employed,25-34,Bachelors,Retail,Urban,low,18.0,143900.0,2/8/2027
employed,35 - 44,Bachelors,Tech ,Hyderabad,HIGH,30.0,9400.0,2/9/2027
UNEMPLOYED,18-24,Diploma,,,Medium,5.0,,2/10/2027
EMPLOYED,18 to 24,High School, Fintech,,,9.0,80800.0,2/11/2027
unemployed,25_34,Masters,Retail,Urban,High,11.0,66000.0,2/12/2027
,25_34,Master,Healthcare,Delhi,Low,17.0,30000.0,2/13/2027
unemployed,55+,Master,Retail,urban,Low,,99200.0,2/14/2027
UNEMPLOYED,55+,Master,Technology,urban,,18.0,146000.0,2/15/2027
,35 - 44,PhD, Fintech,rural,,,57600.0,2/16/2027
employed,,Diploma,Retail,urban,HIGH,13.0,95200.0,2/17/2027
unemployed,45-54,Ph.D,Retail,rural,low,20.0,36100.0,2/18/2027
UNEMPLOYED,18-24,high school,Technology,Hyderabad,High,,47300.0,2/19/2027
unemployed,18-24,Master,Education,urban,HIGH,29.0,103200.0,2/20/2027
UNEMPLOYED,35 - 44,High School,Retail,urban,High,26.0,,2/21/2027
EMPLOYED,45-54,Bachelor's,Finance,Hyderabad,Medium,,94000.0,2/22/2027
employed,55+,Diploma,,rural,moderate,,35100.0,2/23/2027
UNEMPLOYED,55+,Bachelor's,Finance,suburban,,,104700.0,2/24/2027
UNEMPLOYED,35 - 44,Bachelor's,Tech ,Mumbai,moderate,0.0,118800.0,2/25/2027
Employed,,High School, Fintech,Urban,Medium,19.0,114300.0,2/26/2027
employed,55+,Diploma,Finance,rural,moderate,,,2/27/2027
EMPLOYED,35 - 44,Ph.D,Technology,,Medium,24.0,,2/28/2027
UNEMPLOYED,,Ph.D,Finance,Bangalore,moderate,29.0,,3/1/2027
Employed,,Diploma,Healthcare,Mumbai,,,95200.0,3/2/2027
Employed,18-24,Bachelor's,Retail,Delhi,High,,123900.0,3/3/2027
EMPLOYED,25-34,Bachelor's,Retail,Hyderabad,,29.0,136500.0,3/4/2027
UNEMPLOYED,18-24,,Retail,urban,Medium,12.0,105100.0,3/5/2027
Employed,18-24,high school,Retail,Bangalore,Medium,7.0,85100.0,3/6/2027
EMPLOYED,18-24,PhD,Health,rural,High,7.0,100800.0,3/7/2027
employed,18-24,Bachelors,,Urban,,,27200.0,3/8/2027
UNEMPLOYED,18-24,Diploma,Technology,Mumbai,moderate,0.0,51100.0,3/9/2027
UNEMPLOYED,55+,Bachelors, Fintech,rural,High,7.0,79200.0,3/10/2027
unemployed,45-54,Bachelors,Technology,Hyderabad,HIGH,,10700.0,3/11/2027
employed,,Diploma,Retail,Hyderabad,Medium,8.0,91300.0,3/12/2027
Unemployed,45-54,Bachelors,Health,Delhi,Low,,65200.0,3/13/2027
employed,55+,Masters,,urban,,13.0,98700.0,3/14/2027
employed,55+,Bachelors,Technology,Delhi,Medium,,59500.0,3/15/2027
unemployed,55+,PhD,Tech ,Hyderabad,Low,1.0,138300.0,3/16/2027
Employed,18-24,high school,Retail,rural,,9.0,43500.0,3/17/2027
,25_34,Ph.D,Finance,Bangalore,moderate,,9400.0,3/18/2027
Unemployed,18 to 24,,Tech ,Delhi,Medium,1.0,34800.0,3/19/2027
,45-54,Bachelors,Healthcare,Mumbai,Low,24.0,126400.0,3/20/2027
UNEMPLOYED,,High School,Education,Hyderabad,,,,3/21/2027
unemployed,45-54,Bachelor's,Healthcare,Urban,HIGH,25.0,79900.0,3/22/2027
unemployed,,Diploma,Education,Hyderabad,High,,69000.0,3/23/2027
EMPLOYED,25_34,Ph.D,Healthcare,,High,,101400.0,3/24/2027
unemployed,25-34,High School,Technology,Hyderabad,High,2.0,46000.0,3/25/2027
unemployed,35 - 44,high school,Healthcare,Urban,low,,131800.0,3/26/2027
UNEMPLOYED,18 to 24,High School,Tech ,Mumbai,low,,149100.0,3/27/2027
Unemployed,,Bachelors,Finance,Mumbai,,,35600.0,3/28/2027
,25_34,PhD, Fintech,rural,,27.0,77100.0,3/29/2027
UNEMPLOYED,18 to 24,Bachelors,Healthcare,suburban,Medium,,56400.0,3/30/2027
Unemployed,25_34,Bachelor's,Retail,Mumbai,High,18.0,83000.0,3/31/2027
employed,18 to 24,Diploma,Tech ,suburban,HIGH,10.0,21400.0,4/1/2027
Employed,,High School,Tech ,Mumbai,,20.0,82600.0,4/2/2027
Employed,55+,Ph.D,Finance,urban,low,,106100.0,4/3/2027
Employed,18 to 24,Diploma,Retail,Bangalore,HIGH,17.0,,4/4/2027
Employed,25_34,High School, Fintech,Hyderabad,low,24.0,29900.0,4/5/2027
unemployed,25_34,Bachelors,Finance,Hyderabad,moderate,,125600.0,4/6/2027
employed,45-54,Bachelors, Fintech,Mumbai,moderate,,,4/7/2027
Unemployed,55+,Diploma,Health,Hyderabad,Medium,,22700.0,4/8/2027
unemployed,18-24,High School, Fintech,Hyderabad,HIGH,6.0,138500.0,4/9/2027
EMPLOYED,18-24,high school,Education,Bangalore,HIGH,25.0,12100.0,4/10/2027
employed,45-54,Master,,rural,low,6.0,,4/11/2027
unemployed,,high school,Finance,rural,High,1.0,19800.0,4/12/2027
EMPLOYED,25-34,High School,Technology,,HIGH,16.0,119600.0,4/13/2027
Unemployed,45-54,,,Delhi,low,,22500.0,4/14/2027
,35 - 44,Bachelor's,Retail,rural,,,149300.0,4/15/2027
,25-34,High School,Retail,urban,Low,12.0,109300.0,4/16/2027
Employed,18-24,Bachelors,Education,,HIGH,,112600.0,4/17/2027
Employed,25-34,Diploma,Technology,Mumbai,low,15.0,132900.0,4/18/2027
EMPLOYED,25-34,PhD,Health,urban,Medium,,,4/19/2027
unemployed,18 to 24,Ph.D, Fintech,Mumbai,HIGH,,57400.0,4/20/2027
EMPLOYED,35 - 44,,Retail,Mumbai,moderate,1.0,54900.0,4/21/2027
unemployed,45-54,high school,Retail,Mumbai,Medium,,,4/22/2027
unemployed,25_34,Ph.D,Healthcare,suburban,Medium,7.0,68300.0,4/23/2027
EMPLOYED,35 - 44,High School,Retail,Bangalore,Low,17.0,68700.0,4/24/2027
unemployed,25_34,PhD,Healthcare,urban,low,10.0,90800.0,4/25/2027
,45-54,Master,Retail,Urban,,,91400.0,4/26/2027
Unemployed,18 to 24,Master,,suburban,Low,29.0,115000.0,4/27/2027
EMPLOYED,18-24,Bachelor's,Retail,Urban,High,5.0,87200.0,4/28/2027
Unemployed,35 - 44,, Fintech,rural,HIGH,,100100.0,4/29/2027
UNEMPLOYED,25-34,Bachelor's, Fintech,urban,,,58000.0,4/30/2027
UNEMPLOYED,35 - 44,Diploma,Technology,suburban,Low,,,5/1/2027
UNEMPLOYED,55+,Bachelor's,Finance,Mumbai,moderate,21.0,123600.0,5/2/2027
Unemployed,35 - 44,Diploma,Retail,,High,21.0,141100.0,5/3/2027
unemployed,45-54,Diploma,Retail,urban,moderate,,,5/4/2027
Employed,25-34,Masters,Retail,Delhi,HIGH,,80700.0,5/5/2027
Unemployed,45-54,Bachelors,Healthcare,rural,Low,,47100.0,5/6/2027
,25-34,Diploma,Healthcare,Delhi,HIGH,6.0,,5/7/2027
employed,18-24,Bachelors,Finance,Bangalore,HIGH,,,5/8/2027
EMPLOYED,35 - 44,Bachelor's,Health,,Low,,50500.0,5/9/2027
employed,,high school,Finance,rural,HIGH,,,5/10/2027
UNEMPLOYED,35 - 44,,Health,Mumbai,HIGH,,,5/11/2027
unemployed,25_34,High School,Education,urban,HIGH,13.0,43000.0,5/12/2027
,,,Retail,Urban,High,12.0,41900.0,5/13/2027
,18 to 24,High School,Retail,,low,19.0,5800.0,5/14/2027
employed,18-24,Diploma,Finance,Delhi,low,,149300.0,5/15/2027
employed,18 to 24,Bachelor's,Health,Delhi,low,,6500.0,5/16/2027
employed,25-34,Masters,Tech ,Bangalore,Low,4.0,122500.0,5/17/2027
EMPLOYED,25_34,Masters,Retail,Mumbai,moderate,,140800.0,5/18/2027
EMPLOYED,18 to 24,Bachelors,Education,Hyderabad,Low,,,5/19/2027
,45-54,Master,Finance,Delhi,,,27100.0,5/20/2027
EMPLOYED,25_34,High School,Technology,Mumbai,HIGH,,110800.0,5/21/2027
UNEMPLOYED,25-34,High School,Tech ,rural,Low,,18800.0,5/22/2027
Unemployed,25_34,Bachelor's,Retail,Delhi,Low,20.0,,5/23/2027
unemployed,25_34,High School,Retail,suburban,Low,19.0,,5/24/2027
Unemployed,25_34,PhD,Retail,Delhi,Low,29.0,34700.0,5/25/2027
UNEMPLOYED,18-24,High School,,Hyderabad,Medium,,64100.0,5/26/2027
UNEMPLOYED,,Masters,Healthcare,Bangalore,moderate,2.0,,5/27/2027
,45-54,,Technology,rural,,,16400.0,5/28/2027
Employed,,Masters,Retail,Hyderabad,Low,14.0,14100.0,5/29/2027
Employed,25-34,Bachelor's,Technology,Hyderabad,HIGH,3.0,82900.0,5/30/2027
employed,35 - 44,PhD,,Delhi,low,,49700.0,5/31/2027
Employed,25_34,PhD,Health,urban,Medium,0.0,,6/1/2027
,25_34,Bachelors,Tech ,Bangalore,Medium,,118600.0,6/2/2027
EMPLOYED,18-24,Bachelors,Retail,Urban,Medium,,,6/3/2027
UNEMPLOYED,25-34,Masters,,,HIGH,,,6/4/2027
Employed,18 to 24,High School,Finance,Bangalore,HIGH,,88600.0,6/5/2027
Employed,45-54,Ph.D,Health,suburban,,,110000.0,6/6/2027
Employed,45-54,Bachelors,Health,rural,High,2.0,20200.0,6/7/2027
Employed,45-54,Diploma,Retail,Hyderabad,moderate,27.0,54800.0,6/8/2027
unemployed,25-34,PhD,Retail,Bangalore,Low,22.0,,6/9/2027
unemployed,25-34,Diploma,Education,Hyderabad,Medium,,,6/10/2027
unemployed,25-34,Ph.D,,urban,High,16.0,53100.0,6/11/2027
,18 to 24,Masters,Retail,urban,low,,39600.0,6/12/2027
UNEMPLOYED,25_34,Bachelor's,Health,Urban,HIGH,,,6/13/2027
Employed,25-34,PhD,Finance,Bangalore,Medium,22.0,60300.0,6/14/2027
UNEMPLOYED,18 to 24,Bachelors,Tech ,Delhi,,15.0,,6/15/2027
Employed,55+,Master, Fintech,urban,,,,6/16/2027
Unemployed,,Diploma,Healthcare,suburban,moderate,,50600.0,6/17/2027
Unemployed,45-54,High School, Fintech,Delhi,,10.0,,6/18/2027
EMPLOYED,,Masters,Retail,Hyderabad,Medium,,115300.0,6/19/2027
employed,18-24,High School,Finance,Hyderabad,High,,70900.0,6/20/2027
Employed,25-34,high school,Retail,rural,low,16.0,26200.0,6/21/2027
unemployed,25-34,, Fintech,Urban,HIGH,,145300.0,6/22/2027
UNEMPLOYED,45-54,Bachelors,Tech ,,Medium,18.0,,6/23/2027
Unemployed,55+,Diploma,Retail,urban,Medium,3.0,,6/24/2027
EMPLOYED,45-54,Bachelor's,Technology,Mumbai,HIGH,14.0,16400.0,6/25/2027
Employed,18-24,PhD,Technology,Bangalore,,2.0,88000.0,6/26/2027
EMPLOYED,25_34,Ph.D,Education,rural,low,,,6/27/2027
EMPLOYED,25-34,high school,Education,,High,0.0,98500.0,6/28/2027
EMPLOYED,18 to 24,Masters,Tech ,Mumbai,HIGH,,,6/29/2027
EMPLOYED,35 - 44,high school,Health,urban,HIGH,,59000.0,6/30/2027
Unemployed,35 - 44,Master,Healthcare,Hyderabad,low,,119600.0,7/1/2027
Unemployed,35 - 44,PhD,Retail,rural,Medium,3.0,142800.0,7/2/2027
UNEMPLOYED,25-34,PhD, Fintech,rural,High,27.0,28500.0,7/3/2027
employed,18-24,High School,Healthcare,Mumbai,Medium,6.0,37900.0,7/4/2027
UNEMPLOYED,35 - 44,high school,Retail,Hyderabad,Low,4.0,32100.0,7/5/2027
employed,45-54,Diploma,Finance,Delhi,Medium,9.0,89800.0,7/6/2027
UNEMPLOYED,,Master,Health,rural,low,,103100.0,7/7/2027
UNEMPLOYED,,Bachelors,Health,Bangalore,HIGH,,119700.0,7/8/2027
Employed,18 to 24,PhD,Healthcare,Urban,,,,7/9/2027
UNEMPLOYED,35 - 44,Master,Technology,suburban,HIGH,26.0,72100.0,7/10/2027
employed,45-54,Ph.D, Fintech,,,,,7/11/2027
employed,55+,Ph.D,Tech ,,Medium,12.0,59400.0,7/12/2027
Employed,55+,Bachelors,Finance,rural,High,,100400.0,7/13/2027
EMPLOYED,,Ph.D,Retail,,Low,,91200.0,7/14/2027
UNEMPLOYED,25-34,Masters,Education,Mumbai,Low,22.0,89300.0,7/15/2027
EMPLOYED,18 to 24,Bachelor's,Healthcare,rural,Medium,,45200.0,7/16/2027
Employed,18-24,Diploma,,suburban,moderate,28.0,132100.0,7/17/2027
Employed,25-34,Diploma,Healthcare,,low,,83300.0,7/18/2027
Employed,,Master,Health,Mumbai,HIGH,,40200.0,7/19/2027
UNEMPLOYED,45-54,Ph.D, Fintech,Urban,High,9.0,132200.0,7/20/2027
Unemployed,18-24,Masters,Retail,Bangalore,HIGH,8.0,139200.0,7/21/2027
UNEMPLOYED,55+,Master,Healthcare,Bangalore,low,11.0,34300.0,7/22/2027
UNEMPLOYED,18-24,high school,Retail,Delhi,low,10.0,133700.0,7/23/2027
unemployed,35 - 44,high school,,Bangalore,,,108500.0,7/24/2027
,35 - 44,Diploma,Finance,Bangalore,low,,61700.0,7/25/2027
UNEMPLOYED,18-24,Ph.D,Health,,High,,79900.0,7/26/2027
Unemployed,55+,PhD,Retail,suburban,moderate,22.0,125000.0,7/27/2027
Unemployed,18-24,high school,Tech ,urban,,12.0,95200.0,7/28/2027
EMPLOYED,55+,,,Delhi,,,124800.0,7/29/2027
Employed,25-34,Bachelor's,,Hyderabad,moderate,7.0,104200.0,7/30/2027
,,Masters,Technology,urban,Low,22.0,136300.0,7/31/2027
employed,25_34,High School,Retail,Delhi,Low,,,8/1/2027
employed,35 - 44,Masters,,Bangalore,Medium,,,8/2/2027
Employed,18-24,Bachelors,,rural,High,,113400.0,8/3/2027
EMPLOYED,45-54,high school,Technology,,low,26.0,,8/4/2027
unemployed,45-54,Bachelor's,Health,rural,Low,24.0,54900.0,8/5/2027
,18-24,Bachelors,Tech ,Delhi,moderate,9.0,103000.0,8/6/2027
UNEMPLOYED,25-34,Bachelors,Tech ,Delhi,moderate,,86400.0,8/7/2027
Employed,18-24,Ph.D,Technology,urban,low,26.0,76300.0,8/8/2027
,18 to 24,High School,Retail,suburban,low,25.0,139000.0,8/9/2027
unemployed,18-24,,Retail,Urban,Medium,27.0,58600.0,8/10/2027
EMPLOYED,18 to 24,Master,Retail,suburban,low,,135500.0,8/11/2027
Employed,18 to 24,Diploma,Healthcare,Urban,,22.0,68300.0,8/12/2027
Unemployed,55+,Bachelor's,Retail,Delhi,Low,1.0,51700.0,8/13/2027
Employed,35 - 44,Masters,Finance,Delhi,Medium,,,8/14/2027
Unemployed,,PhD,Retail,rural,low,0.0,126100.0,8/15/2027
,18 to 24,Diploma,Finance,Urban,,14.0,93400.0,8/16/2027
EMPLOYED,55+,Masters,,Hyderabad,Low,29.0,,8/17/2027
,25-34,Masters,Health,Delhi,High,,25200.0,8/18/2027
UNEMPLOYED,25-34,Master,Health,Mumbai,moderate,16.0,114200.0,8/19/2027
,25-34,High School,Retail,Hyderabad,,12.0,103700.0,8/20/2027
Employed,18-24,Bachelors,Education,suburban,moderate,,76200.0,8/21/2027
EMPLOYED,,PhD,,Urban,moderate,3.0,147900.0,8/22/2027
Unemployed,35 - 44,high school,Finance,Urban,Medium,30.0,65500.0,8/23/2027
,25-34,Bachelors,Health,urban,HIGH,28.0,149300.0,8/24/2027
unemployed,25-34,Diploma,Health,suburban,low,,,8/25/2027
EMPLOYED,25-34,Diploma,Technology,Bangalore,High,23.0,,8/26/2027
EMPLOYED,,High School,Technology,rural,HIGH,,107700.0,8/27/2027
UNEMPLOYED,45-54,High School,Technology,Hyderabad,Low,,,8/28/2027
Employed,55+,PhD,,Bangalore,low,5.0,142800.0,8/29/2027
unemployed,25-34,Ph.D, Fintech,urban,low,,77200.0,8/30/2027
employed,35 - 44,Bachelors,Tech ,Bangalore,,,8200.0,8/31/2027
Employed,,Diploma, Fintech,Delhi,HIGH,,,9/1/2027
,35 - 44,Diploma,,,High,,38200.0,9/2/2027
UNEMPLOYED,25_34,Diploma,Education,,HIGH,,,9/3/2027
unemployed,25_34,Bachelors,Retail,Urban,High,2.0,15200.0,9/4/2027
employed,55+,Diploma,,suburban,High,,,9/5/2027
UNEMPLOYED,55+,Master,Finance,Delhi,moderate,23.0,33200.0,9/6/2027
UNEMPLOYED,18 to 24,high school,Retail,Mumbai,Low,29.0,25900.0,9/7/2027
unemployed,35 - 44,PhD,Health,,Medium,,28800.0,9/8/2027
Employed,25-34,High School,Finance,Hyderabad,HIGH,,,9/9/2027
Unemployed,18-24,high school,Retail,Delhi,low,,41600.0,9/10/2027
unemployed,,Bachelor's,Health,Hyderabad,,16.0,,9/11/2027
employed,25_34,,Retail,Urban,Medium,4.0,,9/12/2027
,55+,high school,Retail,Delhi,moderate,,16900.0,9/13/2027
EMPLOYED,25-34,Master,Health,Urban,HIGH,25.0,133500.0,9/14/2027
UNEMPLOYED,25-34,Bachelor's,Retail,urban,,,105500.0,9/15/2027
EMPLOYED,35 - 44,Masters, Fintech,Delhi,,,25500.0,9/16/2027
Employed,45-54,High School,Healthcare,,High,7.0,105400.0,9/17/2027
,25-34,High School,Technology,Mumbai,,12.0,34000.0,9/18/2027
UNEMPLOYED,45-54,High School, Fintech,Mumbai,Low,,113200.0,9/19/2027
Employed,,Ph.D,Finance,rural,low,27.0,83600.0,9/20/2027
employed,25-34,Masters,Health,suburban,,3.0,147900.0,9/21/2027
employed,18-24,Ph.D, Fintech,suburban,,4.0,17200.0,9/22/2027
UNEMPLOYED,35 - 44,high school,Finance,suburban,low,27.0,,9/23/2027
UNEMPLOYED,35 - 44,Masters, Fintech,Hyderabad,Low,,7000.0,9/24/2027
employed,25-34,PhD,Retail,suburban,Medium,21.0,,9/25/2027
employed,18-24,Bachelor's, Fintech,Delhi,HIGH,,,9/26/2027
UNEMPLOYED,55+,Master,Healthcare,,HIGH,11.0,77200.0,9/27/2027
employed,18 to 24,Bachelors,Technology,rural,moderate,,137500.0,9/28/2027
UNEMPLOYED,45-54,Diploma,Retail,suburban,Medium,28.0,12600.0,9/29/2027
EMPLOYED,25_34,Bachelor's,Finance,Bangalore,High,18.0,142900.0,9/30/2027
unemployed,18 to 24,Bachelors,Tech ,Bangalore,low,21.0,,10/1/2027
UNEMPLOYED,25_34,,,Mumbai,moderate,14.0,,10/2/2027
Employed,18-24,high school,Education,urban,HIGH,,,10/3/2027
Employed,35 - 44,Ph.D,Technology,Mumbai,low,23.0,129200.0,10/4/2027
,25_34,PhD,Retail,Urban,HIGH,8.0,,10/5/2027
,25-34,High School,Retail,Bangalore,low,,68800.0,10/6/2027
EMPLOYED,18 to 24,Diploma,Tech ,Urban,High,6.0,103300.0,10/7/2027
Unemployed,25-34,high school,Education,urban,Medium,14.0,63800.0,10/8/2027
,,,,suburban,HIGH,11.0,140300.0,10/9/2027
Employed,55+,Bachelors, Fintech,rural,Low,,73000.0,10/10/2027
unemployed,25_34,high school,Healthcare,Hyderabad,moderate,9.0,114500.0,10/11/2027
Employed,18-24,Diploma,Finance,Delhi,low,13.0,59500.0,10/12/2027
Unemployed,18-24,,Retail,Hyderabad,Medium,25.0,43400.0,10/13/2027
employed,,Bachelor's,Finance,suburban,Medium,,17800.0,10/14/2027
EMPLOYED,45-54,High School,Health,Delhi,,,14100.0,10/15/2027
EMPLOYED,,Master,Healthcare,Urban,Medium,9.0,,10/16/2027
EMPLOYED,,Master, Fintech,Hyderabad,,,,10/17/2027
employed,25_34,,Health,Urban,High,,119400.0,10/18/2027
,55+,Master, Fintech,Delhi,Low,,101200.0,10/19/2027
employed,,Ph.D,Technology,rural,,,96900.0,10/20/2027
unemployed,,,Finance,Hyderabad,HIGH,7.0,,10/21/2027
,18-24,Masters,Finance,rural,moderate,7.0,80700.0,10/22/2027
,25_34,Diploma,Education,rural,moderate,,30000.0,10/23/2027
UNEMPLOYED,25-34,Bachelor's,Tech ,suburban,Medium,,38400.0,10/24/2027
UNEMPLOYED,55+,,,Hyderabad,HIGH,11.0,122000.0,10/25/2027
EMPLOYED,35 - 44,,Tech ,Urban,Medium,,41000.0,10/26/2027
Unemployed,25_34,Bachelors,Technology,Hyderabad,Medium,16.0,34600.0,10/27/2027
EMPLOYED,25-34,Masters,Healthcare,,moderate,,,10/28/2027
EMPLOYED,18-24,Masters,Retail,Hyderabad,,7.0,148200.0,10/29/2027
UNEMPLOYED,35 - 44,High School,Finance,Bangalore,moderate,,88000.0,10/30/2027
employed,45-54,Bachelor's,Retail,,low,26.0,60000.0,10/31/2027
employed,55+,Bachelors,Education,,HIGH,,78300.0,11/1/2027
employed,35 - 44,Master, Fintech,,High,22.0,38900.0,11/2/2027
,25-34,Master,,,High,15.0,67800.0,11/3/2027
unemployed,25-34,Bachelors,Retail,suburban,,,,11/4/2027
,18 to 24,Bachelor's,Tech ,Delhi,,17.0,44000.0,11/5/2027
,18-24,High School,,urban,moderate,,111900.0,11/6/2027
unemployed,35 - 44,, Fintech,suburban,Medium,19.0,11500.0,11/7/2027
EMPLOYED,25_34,Bachelor's,Education,Mumbai,High,,41600.0,11/8/2027
EMPLOYED,45-54,,Retail,,High,,28100.0,11/9/2027
employed,25_34,Bachelors, Fintech,,Low,,97500.0,11/10/2027
Employed,25-34,Master,Technology,,Low,19.0,43100.0,11/11/2027
UNEMPLOYED,18 to 24,Bachelors,Finance,suburban,HIGH,,128400.0,11/12/2027
unemployed,45-54,Bachelors,Retail,Bangalore,,17.0,127000.0,11/13/2027
EMPLOYED,18-24,Bachelors,Finance,Mumbai,HIGH,7.0,,11/14/2027
,25_34,Bachelors,Finance,Urban,,21.0,106900.0,11/15/2027
UNEMPLOYED,45-54,High School,Retail,,moderate,,15800.0,11/16/2027
UNEMPLOYED,35 - 44,Diploma,Retail,Bangalore,High,,122700.0,11/17/2027
EMPLOYED,35 - 44,Ph.D,Tech ,urban,,21.0,18100.0,11/18/2027
employed,55+,Bachelor's,Technology,urban,HIGH,20.0,75100.0,11/19/2027
Unemployed,55+,PhD,Retail,Hyderabad,Medium,27.0,83600.0,11/20/2027
EMPLOYED,55+,high school,Health,Urban,Low,,,11/21/2027
UNEMPLOYED,18-24,Master,Healthcare,Mumbai,Medium,,120600.0,11/22/2027
UNEMPLOYED,35 - 44,Bachelors,Health,rural,,8.0,40700.0,11/23/2027
employed,25_34,Bachelors,Education,,moderate,,16300.0,11/24/2027
UNEMPLOYED,18 to 24,Bachelors, Fintech,Mumbai,moderate,29.0,146300.0,11/25/2027
Unemployed,18 to 24,PhD, Fintech,urban,low,10.0,7200.0,11/26/2027
,45-54,high school,Retail,rural,moderate,0.0,28900.0,11/27/2027
unemployed,25-34,High School,Education,suburban,Medium,,37100.0,11/28/2027
employed,45-54,high school,Retail,,low,,,11/29/2027
Unemployed,35 - 44,,Healthcare,Urban,HIGH,5.0,104200.0,11/30/2027
employed,45-54,,Healthcare,urban,High,,35500.0,12/1/2027
unemployed,45-54,High School,Technology,Hyderabad,HIGH,25.0,,12/2/2027
UNEMPLOYED,45-54,Masters,Health,urban,HIGH,,39500.0,12/3/2027
unemployed,18 to 24,Ph.D,Finance,suburban,HIGH,,104500.0,12/4/2027
employed,55+,Diploma, Fintech,Urban,High,,148900.0,12/5/2027
Employed,18-24,PhD,Healthcare,Delhi,,8.0,83200.0,12/6/2027
Employed,25-34,Masters,Technology,,low,,20000.0,12/7/2027
employed,18 to 24,High School, Fintech,urban,HIGH,,124500.0,12/8/2027
EMPLOYED,18 to 24,,Finance,Mumbai,Low,,124600.0,12/9/2027
